"Time","cpu_usage"
2023-09-08 04:49:55,12.6%
2023-09-08 04:50:00,12.2%
2023-09-08 04:50:05,13.2%
2023-09-08 04:50:10,10.6%
2023-09-08 04:50:15,11.0%
2023-09-08 04:50:20,10.8%
2023-09-08 04:50:25,16.6%
2023-09-08 04:50:30,15.0%
2023-09-08 04:50:35,3.60%
2023-09-08 04:50:40,5.20%
2023-09-08 04:50:45,14.8%
2023-09-08 04:50:50,14.6%
2023-09-08 04:50:55,23.2%
2023-09-08 04:51:00,14.6%
2023-09-08 04:51:05,8.00%
2023-09-08 04:51:10,17.2%
2023-09-08 04:51:15,13.6%
2023-09-08 04:51:20,14.2%
2023-09-08 04:51:25,14.0%
2023-09-08 04:51:30,11.0%
2023-09-08 04:51:35,5.80%
2023-09-08 04:51:40,7.00%
2023-09-08 04:51:45,11.8%
2023-09-08 04:51:50,16.4%
2023-09-08 04:51:55,16.2%
2023-09-08 04:52:00,22.8%
2023-09-08 04:52:05,19.4%
2023-09-08 04:52:10,17.4%
2023-09-08 04:52:15,21.2%
2023-09-08 04:52:20,16.6%
2023-09-08 04:52:25,15.6%
2023-09-08 04:52:30,11.8%
2023-09-08 04:52:35,14.8%
2023-09-08 04:52:40,5.60%
2023-09-08 04:52:45,14.0%
2023-09-08 04:52:50,15.2%
2023-09-08 04:52:55,15.8%
2023-09-08 04:53:00,10.00%
2023-09-08 04:53:05,16.2%
2023-09-08 04:53:10,15.2%
2023-09-08 04:53:15,11.4%
2023-09-08 04:53:20,16.0%
2023-09-08 04:53:25,13.2%
2023-09-08 04:53:30,21.4%
2023-09-08 04:53:35,14.0%
2023-09-08 04:53:40,14.4%
2023-09-08 04:53:45,14.6%
2023-09-08 04:53:50,11.0%
2023-09-08 04:53:55,26.4%
2023-09-08 04:54:00,20.0%
2023-09-08 04:54:05,21.4%
2023-09-08 04:54:10,19.0%
2023-09-08 04:54:15,9.60%
2023-09-08 04:54:20,18.8%
2023-09-08 04:54:25,27.8%
2023-09-08 04:54:30,14.4%
2023-09-08 04:54:35,17.6%
2023-09-08 04:54:40,22.8%
2023-09-08 04:54:45,35.0%
2023-09-08 04:54:50,19.4%
2023-09-08 04:54:55,10.4%
2023-09-08 04:55:00,19.4%
2023-09-08 04:55:05,15.4%
2023-09-08 04:55:10,30.6%
2023-09-08 04:55:15,36.2%
2023-09-08 04:55:20,13.2%
2023-09-08 04:55:25,18.0%
2023-09-08 04:55:30,27.2%
2023-09-08 04:55:35,28.0%
2023-09-08 04:55:40,14.8%
2023-09-08 04:55:45,23.6%
2023-09-08 04:55:50,9.60%
2023-09-08 04:55:55,17.2%
2023-09-08 04:56:00,17.8%
2023-09-08 04:56:05,14.8%
2023-09-08 04:56:10,15.0%
2023-09-08 04:56:15,23.8%
2023-09-08 04:56:20,7.80%
2023-09-08 04:56:25,5.20%
2023-09-08 04:56:30,12.6%
2023-09-08 04:56:35,22.6%
2023-09-08 04:56:40,14.8%
2023-09-08 04:56:45,11.0%
2023-09-08 04:56:50,17.8%
2023-09-08 04:56:55,18.0%
2023-09-08 04:57:00,20.4%
2023-09-08 04:57:05,20.8%
2023-09-08 04:57:10,14.4%
2023-09-08 04:57:15,12.4%
2023-09-08 04:57:20,17.0%
2023-09-08 04:57:25,15.6%
2023-09-08 04:57:30,7.40%
2023-09-08 04:57:35,13.0%
2023-09-08 04:57:40,16.2%
2023-09-08 04:57:45,10.4%
2023-09-08 04:57:50,11.8%
2023-09-08 04:57:55,8.00%
2023-09-08 04:58:00,10.4%
2023-09-08 04:58:05,11.0%
2023-09-08 04:58:10,16.2%
2023-09-08 04:58:15,15.4%
2023-09-08 04:58:20,16.0%
2023-09-08 04:58:25,9.40%
2023-09-08 04:58:30,14.4%
2023-09-08 04:58:35,13.8%
2023-09-08 04:58:40,17.6%
2023-09-08 04:58:45,8.00%
2023-09-08 04:58:50,8.40%
2023-09-08 04:58:55,17.6%
2023-09-08 04:59:00,21.4%
2023-09-08 04:59:05,7.80%
2023-09-08 04:59:10,11.0%
2023-09-08 04:59:15,15.4%
2023-09-08 04:59:20,17.8%
2023-09-08 04:59:25,13.8%
2023-09-08 04:59:30,15.8%
2023-09-08 04:59:35,8.20%
2023-09-08 04:59:40,11.0%
2023-09-08 04:59:45,19.4%
2023-09-08 04:59:50,5.80%
2023-09-08 04:59:55,9.40%
2023-09-08 05:00:00,16.2%
2023-09-08 05:00:05,17.0%
2023-09-08 05:00:10,20.6%
2023-09-08 05:00:15,8.60%
2023-09-08 05:00:20,14.0%
2023-09-08 05:00:25,15.6%
2023-09-08 05:00:30,5.00%
2023-09-08 05:00:35,12.2%
2023-09-08 05:00:40,9.80%
2023-09-08 05:00:45,19.0%
2023-09-08 05:00:50,11.4%
2023-09-08 05:00:55,14.6%
2023-09-08 05:01:00,9.60%
2023-09-08 05:01:05,13.4%
2023-09-08 05:01:10,13.0%
2023-09-08 05:01:15,10.00%
2023-09-08 05:01:20,11.0%
2023-09-08 05:01:25,13.4%
2023-09-08 05:01:30,5.80%
2023-09-08 05:01:35,13.4%
2023-09-08 05:01:40,15.2%
2023-09-08 05:01:45,20.8%
2023-09-08 05:01:50,17.2%
2023-09-08 05:01:55,10.4%
2023-09-08 05:02:00,13.8%
2023-09-08 05:02:05,9.40%
2023-09-08 05:02:10,21.0%
2023-09-08 05:02:15,13.8%
2023-09-08 05:02:20,12.2%
2023-09-08 05:02:25,13.0%
2023-09-08 05:02:30,17.0%
2023-09-08 05:02:35,18.6%
2023-09-08 05:02:40,17.6%
2023-09-08 05:02:45,15.0%
2023-09-08 05:02:50,12.0%
2023-09-08 05:02:55,15.0%
2023-09-08 05:03:00,14.8%
2023-09-08 05:03:05,17.4%
2023-09-08 05:03:10,21.2%
2023-09-08 05:03:15,17.0%
2023-09-08 05:03:20,12.2%
2023-09-08 05:03:25,7.80%
2023-09-08 05:03:30,17.2%
2023-09-08 05:03:35,11.0%
2023-09-08 05:03:40,7.00%
2023-09-08 05:03:45,13.2%
2023-09-08 05:03:50,5.20%
2023-09-08 05:03:55,3.20%
2023-09-08 05:04:00,10.4%
2023-09-08 05:04:05,12.4%
2023-09-08 05:04:10,17.2%
2023-09-08 05:04:15,20.6%
2023-09-08 05:04:20,18.4%
2023-09-08 05:04:25,12.8%
2023-09-08 05:04:30,6.40%
2023-09-08 05:04:35,11.0%
2023-09-08 05:04:40,14.0%
2023-09-08 05:04:45,18.6%
2023-09-08 05:04:50,13.4%
2023-09-08 05:04:55,18.8%
2023-09-08 05:05:00,14.0%
2023-09-08 05:05:05,18.4%
2023-09-08 05:05:10,16.6%
2023-09-08 05:05:15,23.4%
2023-09-08 05:05:20,10.6%
2023-09-08 05:05:25,24.6%
2023-09-08 05:05:30,7.40%
2023-09-08 05:05:35,16.2%
2023-09-08 05:05:40,6.40%
2023-09-08 05:05:45,19.6%
2023-09-08 05:05:50,14.8%
2023-09-08 05:05:55,19.8%
2023-09-08 05:06:00,13.4%
2023-09-08 05:06:05,15.4%
2023-09-08 05:06:10,18.2%
2023-09-08 05:06:15,15.2%
2023-09-08 05:06:20,19.6%
2023-09-08 05:06:25,25.2%
2023-09-08 05:06:30,14.4%
2023-09-08 05:06:35,18.0%
2023-09-08 05:06:40,19.6%
2023-09-08 05:06:45,8.20%
2023-09-08 05:06:50,13.0%
2023-09-08 05:06:55,21.0%
2023-09-08 05:07:00,7.20%
2023-09-08 05:07:05,19.4%
2023-09-08 05:07:10,13.0%
2023-09-08 05:07:15,8.80%
2023-09-08 05:07:20,23.6%
2023-09-08 05:07:25,11.0%
2023-09-08 05:07:30,20.0%
2023-09-08 05:07:35,10%
2023-09-08 05:07:40,17.4%
2023-09-08 05:07:45,17.8%
2023-09-08 05:07:50,13.6%
2023-09-08 05:07:55,15.2%
2023-09-08 05:08:00,9.40%
2023-09-08 05:08:05,20.0%
2023-09-08 05:08:10,18.8%
2023-09-08 05:08:15,18.8%
2023-09-08 05:08:20,21.8%
2023-09-08 05:08:25,19.4%
2023-09-08 05:08:30,11.2%
2023-09-08 05:08:35,1.000%
2023-09-08 05:08:40,14.8%
2023-09-08 05:08:45,25.8%
2023-09-08 05:08:50,23.8%
2023-09-08 05:08:55,13.0%
2023-09-08 05:09:00,12.4%
2023-09-08 05:09:05,9.20%
2023-09-08 05:09:10,20.8%
2023-09-08 05:09:15,33.0%
2023-09-08 05:09:20,29.2%
2023-09-08 05:09:25,17.8%
2023-09-08 05:09:30,23.4%
2023-09-08 05:09:35,12.0%
2023-09-08 05:09:40,17.4%
2023-09-08 05:09:45,16.0%
2023-09-08 05:09:50,25.2%
2023-09-08 05:09:55,9.60%
2023-09-08 05:10:00,9.80%
2023-09-08 05:10:05,11.0%
2023-09-08 05:10:10,17.0%
2023-09-08 05:10:15,28.0%
2023-09-08 05:10:20,27.8%
2023-09-08 05:10:25,25.2%
2023-09-08 05:10:30,30.8%
2023-09-08 05:10:35,18.8%
2023-09-08 05:10:40,21.4%
2023-09-08 05:10:45,29.8%
2023-09-08 05:10:50,28.0%
2023-09-08 05:10:55,18.8%
2023-09-08 05:11:00,12.8%
2023-09-08 05:11:05,10.6%
2023-09-08 05:11:10,18.8%
2023-09-08 05:11:15,19.2%
2023-09-08 05:11:20,11.2%
2023-09-08 05:11:25,13.0%
2023-09-08 05:11:30,19.4%
2023-09-08 05:11:35,15.0%
2023-09-08 05:11:40,21.8%
2023-09-08 05:11:45,18.8%
2023-09-08 05:11:50,15.6%
2023-09-08 05:11:55,17.8%
2023-09-08 05:12:00,15.4%
2023-09-08 05:12:05,20.0%
2023-09-08 05:12:10,18.0%
2023-09-08 05:12:15,21.8%
2023-09-08 05:12:20,26.0%
2023-09-08 05:12:25,13.4%
2023-09-08 05:12:30,19.6%
2023-09-08 05:12:35,19.0%
2023-09-08 05:12:40,24.6%
2023-09-08 05:12:45,11.6%
2023-09-08 05:12:50,2.60%
2023-09-08 05:12:55,6.20%
2023-09-08 05:13:00,15.2%
2023-09-08 05:13:05,17.8%
2023-09-08 05:13:10,8.00%
2023-09-08 05:13:15,34.8%
2023-09-08 05:13:20,31.2%
2023-09-08 05:13:25,27.6%
2023-09-08 05:13:30,16.6%
2023-09-08 05:13:35,12.8%
2023-09-08 05:13:40,9.40%
2023-09-08 05:13:45,22.2%
2023-09-08 05:13:50,12.0%
2023-09-08 05:13:55,21.6%
2023-09-08 05:14:00,31.0%
2023-09-08 05:14:05,22.0%
2023-09-08 05:14:10,31.4%
2023-09-08 05:14:15,26.8%
2023-09-08 05:14:20,14.4%
2023-09-08 05:14:25,19.0%
2023-09-08 05:14:30,8.20%
2023-09-08 05:14:35,10.0%
2023-09-08 05:14:40,14.4%
2023-09-08 05:14:45,23.4%
2023-09-08 05:14:50,16.2%
2023-09-08 05:14:55,8.80%
2023-09-08 05:15:00,17.6%
2023-09-08 05:15:05,14.6%
2023-09-08 05:15:10,18.8%
2023-09-08 05:15:15,14.0%
2023-09-08 05:15:20,26.6%
2023-09-08 05:15:25,27.4%
2023-09-08 05:15:30,14.2%
2023-09-08 05:15:35,18.2%
2023-09-08 05:15:40,9.40%
2023-09-08 05:15:45,11.6%
2023-09-08 05:15:50,25.6%
2023-09-08 05:15:55,19.4%
2023-09-08 05:16:00,28.8%
2023-09-08 05:16:05,28.0%
2023-09-08 05:16:10,21.6%
2023-09-08 05:16:15,39.2%
2023-09-08 05:16:20,21.2%
2023-09-08 05:16:25,17.2%
2023-09-08 05:16:30,20.6%
2023-09-08 05:16:35,8.20%
2023-09-08 05:16:40,6.80%
2023-09-08 05:16:45,19.6%
2023-09-08 05:16:50,19.4%
2023-09-08 05:16:55,26.8%
2023-09-08 05:17:00,14.2%
2023-09-08 05:17:05,19.8%
2023-09-08 05:17:10,24.4%
2023-09-08 05:17:15,11.2%
2023-09-08 05:17:20,13.8%
2023-09-08 05:17:25,34.2%
2023-09-08 05:17:30,10.4%
2023-09-08 05:17:35,6.20%
2023-09-08 05:17:40,15.0%
2023-09-08 05:17:45,19.0%
2023-09-08 05:17:50,22.2%
2023-09-08 05:17:55,14.8%
2023-09-08 05:18:00,11.8%
2023-09-08 05:18:05,6.60%
2023-09-08 05:18:10,12.4%
2023-09-08 05:18:15,18.2%
2023-09-08 05:18:20,15.4%
2023-09-08 05:18:25,13.2%
2023-09-08 05:18:30,14.0%
2023-09-08 05:18:35,19.0%
2023-09-08 05:18:40,16.4%
2023-09-08 05:18:45,19.2%
2023-09-08 05:18:50,20.4%
2023-09-08 05:18:55,15.8%
2023-09-08 05:19:00,12.8%
2023-09-08 05:19:05,13.0%
2023-09-08 05:19:10,22.6%
2023-09-08 05:19:15,14.8%
2023-09-08 05:19:20,14.4%
2023-09-08 05:19:25,13.2%
2023-09-08 05:19:30,11.0%
2023-09-08 05:19:35,17.2%
2023-09-08 05:19:40,10.8%
2023-09-08 05:19:45,15.2%
2023-09-08 05:19:50,20.8%
2023-09-08 05:19:55,20.8%
2023-09-08 05:20:00,19.2%
2023-09-08 05:20:05,11.6%
2023-09-08 05:20:10,9.60%
2023-09-08 05:20:15,18.4%
2023-09-08 05:20:20,14.6%
2023-09-08 05:20:25,11.2%
2023-09-08 05:20:30,17.0%
2023-09-08 05:20:35,6.60%
2023-09-08 05:20:40,10.0%
2023-09-08 05:20:45,16.4%
2023-09-08 05:20:50,12.8%
2023-09-08 05:20:55,11.8%
2023-09-08 05:21:00,11.4%
2023-09-08 05:21:05,12.6%
2023-09-08 05:21:10,21.4%
2023-09-08 05:21:15,18.6%
2023-09-08 05:21:20,23.2%
2023-09-08 05:21:25,24.8%
2023-09-08 05:21:30,18.8%
2023-09-08 05:21:35,13.8%
2023-09-08 05:21:40,4.20%
2023-09-08 05:21:45,19.6%
2023-09-08 05:21:50,4.00%
2023-09-08 05:21:55,18.2%
2023-09-08 05:22:00,24.8%
2023-09-08 05:22:05,24.0%
2023-09-08 05:22:10,23.6%
2023-09-08 05:22:15,13.8%
2023-09-08 05:22:20,23.4%
2023-09-08 05:22:25,22.2%
2023-09-08 05:22:30,33.2%
2023-09-08 05:22:35,20.4%
2023-09-08 05:22:40,24.2%
2023-09-08 05:22:45,21.6%
2023-09-08 05:22:50,10.6%
2023-09-08 05:22:55,20.2%
2023-09-08 05:23:00,22.4%
2023-09-08 05:23:05,16.6%
2023-09-08 05:23:10,15.8%
2023-09-08 05:23:15,6.20%
2023-09-08 05:23:20,14.8%
2023-09-08 05:23:25,11.0%
2023-09-08 05:23:30,18.6%
2023-09-08 05:23:35,37.6%
2023-09-08 05:23:40,27.8%
2023-09-08 05:23:45,27.0%
2023-09-08 05:23:50,21.4%
2023-09-08 05:23:55,5.00%
2023-09-08 05:24:00,25.4%
2023-09-08 05:24:05,25.2%
2023-09-08 05:24:10,22.0%
2023-09-08 05:24:15,11.8%
2023-09-08 05:24:20,12.6%
2023-09-08 05:24:25,22.0%
2023-09-08 05:24:30,17.6%
2023-09-08 05:24:35,12.2%
2023-09-08 05:24:40,15.4%
2023-09-08 05:24:45,10.2%
2023-09-08 05:24:50,14.6%
2023-09-08 05:24:55,17.6%
2023-09-08 05:25:00,26.6%
2023-09-08 05:25:05,26.0%
2023-09-08 05:25:10,23.2%
2023-09-08 05:25:15,19.2%
2023-09-08 05:25:20,25.6%
2023-09-08 05:25:25,28.4%
2023-09-08 05:25:30,35.0%
2023-09-08 05:25:35,21.4%
2023-09-08 05:25:40,25.6%
2023-09-08 05:25:45,10.6%
2023-09-08 05:25:50,28.8%
2023-09-08 05:25:55,25.6%
2023-09-08 05:26:00,22.6%
2023-09-08 05:26:05,27.0%
2023-09-08 05:26:10,13.0%
2023-09-08 05:26:15,11.0%
2023-09-08 05:26:20,13.2%
2023-09-08 05:26:25,12.0%
2023-09-08 05:26:30,6.40%
2023-09-08 05:26:35,9.80%
2023-09-08 05:26:40,9.80%
2023-09-08 05:26:45,16.0%
2023-09-08 05:26:50,27.0%
2023-09-08 05:26:55,34.2%
2023-09-08 05:27:00,9.80%
2023-09-08 05:27:05,25.2%
2023-09-08 05:27:10,13.6%
2023-09-08 05:27:15,31.4%
2023-09-08 05:27:20,30.2%
2023-09-08 05:27:25,31.6%
2023-09-08 05:27:30,22.0%
2023-09-08 05:27:35,27.2%
2023-09-08 05:27:40,11.4%
2023-09-08 05:27:45,25.0%
2023-09-08 05:27:50,10.6%
2023-09-08 05:27:55,16.0%
2023-09-08 05:28:00,11.2%
2023-09-08 05:28:05,21.8%
2023-09-08 05:28:10,21.4%
2023-09-08 05:28:15,27.6%
2023-09-08 05:28:20,22.8%
2023-09-08 05:28:25,20.2%
2023-09-08 05:28:30,32.4%
2023-09-08 05:28:35,34.8%
2023-09-08 05:28:40,13.2%
2023-09-08 05:28:45,15.4%
2023-09-08 05:28:50,14.4%
2023-09-08 05:28:55,22.8%
2023-09-08 05:29:00,25.6%
2023-09-08 05:29:05,31.0%
2023-09-08 05:29:10,11.2%
2023-09-08 05:29:15,20.6%
2023-09-08 05:29:20,33.8%
2023-09-08 05:29:25,35.6%
2023-09-08 05:29:30,27.8%
2023-09-08 05:29:35,29.2%
2023-09-08 05:29:40,19.4%
2023-09-08 05:29:45,17.6%
2023-09-08 05:29:50,8.80%
2023-09-08 05:29:55,21.2%
2023-09-08 05:30:00,20.4%
2023-09-08 05:30:05,19.2%
2023-09-08 05:30:10,18.0%
2023-09-08 05:30:15,39.0%
2023-09-08 05:30:20,28.8%
2023-09-08 05:30:25,26.4%
2023-09-08 05:30:30,14.6%
2023-09-08 05:30:35,13.2%
2023-09-08 05:30:40,11.2%
2023-09-08 05:30:45,15.0%
2023-09-08 05:30:50,7.20%
2023-09-08 05:30:55,12.4%
2023-09-08 05:31:00,7.40%
2023-09-08 05:31:05,8.80%
2023-09-08 05:31:10,24.4%
2023-09-08 05:31:15,13.0%
2023-09-08 05:31:20,18.8%
2023-09-08 05:31:25,6.80%
2023-09-08 05:31:30,22.2%
2023-09-08 05:31:35,22.0%
2023-09-08 05:31:40,12.2%
2023-09-08 05:31:45,22.6%
2023-09-08 05:31:50,23.0%
2023-09-08 05:31:55,26.4%
2023-09-08 05:32:00,35.6%
2023-09-08 05:32:05,23.8%
2023-09-08 05:32:10,18.4%
2023-09-08 05:32:15,8.20%
2023-09-08 05:32:20,5.00%
2023-09-08 05:32:25,17.4%
2023-09-08 05:32:30,13.6%
2023-09-08 05:32:35,35.0%
2023-09-08 05:32:40,18.0%
2023-09-08 05:32:45,8.80%
2023-09-08 05:32:50,7.80%
2023-09-08 05:32:55,14.0%
2023-09-08 05:33:00,20.0%
2023-09-08 05:33:05,15.0%
2023-09-08 05:33:10,23.8%
2023-09-08 05:33:15,32.0%
2023-09-08 05:33:20,18.0%
2023-09-08 05:33:25,8.00%
2023-09-08 05:33:30,18.0%
2023-09-08 05:33:35,15.8%
2023-09-08 05:33:40,11.0%
2023-09-08 05:33:45,19.6%
2023-09-08 05:33:50,19.6%
2023-09-08 05:33:55,18.6%
2023-09-08 05:34:00,17.6%
2023-09-08 05:34:05,8.40%
2023-09-08 05:34:10,15.4%
2023-09-08 05:34:15,17.8%
2023-09-08 05:34:20,15.4%
2023-09-08 05:34:25,19.2%
2023-09-08 05:34:30,11.2%
2023-09-08 05:34:35,37.8%
2023-09-08 05:34:40,15.4%
2023-09-08 05:34:45,28.6%
2023-09-08 05:34:50,31.0%
2023-09-08 05:34:55,23.4%
2023-09-08 05:35:00,20.8%
2023-09-08 05:35:05,28.4%
2023-09-08 05:35:10,26.0%
2023-09-08 05:35:15,27.2%
2023-09-08 05:35:20,30.0%
2023-09-08 05:35:25,22.6%
2023-09-08 05:35:30,26.8%
2023-09-08 05:35:35,29.6%
2023-09-08 05:35:40,36.8%
2023-09-08 05:35:45,37.2%
2023-09-08 05:35:50,39.0%
2023-09-08 05:35:55,39.4%
2023-09-08 05:36:00,14.8%
2023-09-08 05:36:05,14.0%
2023-09-08 05:36:10,16.4%
2023-09-08 05:36:15,19.6%
2023-09-08 05:36:20,12.4%
2023-09-08 05:36:25,15.0%
2023-09-08 05:36:30,14.8%
2023-09-08 05:36:35,23.8%
2023-09-08 05:36:40,8.40%
2023-09-08 05:36:45,8.00%
2023-09-08 05:36:50,9.00%
2023-09-08 05:36:55,29.4%
2023-09-08 05:37:00,28.6%
2023-09-08 05:37:05,30.8%
2023-09-08 05:37:10,32.0%
2023-09-08 05:37:15,33.6%
2023-09-08 05:37:20,19.6%
2023-09-08 05:37:25,15.6%
2023-09-08 05:37:30,10.6%
2023-09-08 05:37:35,17.0%
2023-09-08 05:37:40,12.0%
2023-09-08 05:37:45,16.8%
2023-09-08 05:37:50,18.0%
2023-09-08 05:37:55,17.8%
2023-09-08 05:38:00,21.4%
2023-09-08 05:38:05,10.0%
2023-09-08 05:38:10,18.4%
2023-09-08 05:38:15,24.8%
2023-09-08 05:38:20,26.2%
2023-09-08 05:38:25,32.2%
2023-09-08 05:38:30,28.6%
2023-09-08 05:38:35,22.8%
2023-09-08 05:38:40,26.2%
2023-09-08 05:38:45,8.80%
2023-09-08 05:38:50,8.80%
2023-09-08 05:38:55,12.8%
2023-09-08 05:39:00,9.20%
2023-09-08 05:39:05,25.8%
2023-09-08 05:39:10,21.6%
2023-09-08 05:39:15,15.4%
2023-09-08 05:39:20,15.4%
2023-09-08 05:39:25,17.2%
2023-09-08 05:39:30,25%
2023-09-08 05:39:35,23.2%
2023-09-08 05:39:40,19.4%
2023-09-08 05:39:45,13.8%
2023-09-08 05:39:50,13.6%
2023-09-08 05:39:55,10.2%
2023-09-08 05:40:00,12.2%
2023-09-08 05:40:05,13.8%
2023-09-08 05:40:10,25.0%
2023-09-08 05:40:15,23.4%
2023-09-08 05:40:20,15.4%
2023-09-08 05:40:25,15.0%
2023-09-08 05:40:30,22.8%
2023-09-08 05:40:35,16.0%
2023-09-08 05:40:40,16.2%
2023-09-08 05:40:45,17.2%
2023-09-08 05:40:50,16.2%
2023-09-08 05:40:55,14.6%
2023-09-08 05:41:00,15.8%
2023-09-08 05:41:05,14.6%
2023-09-08 05:41:10,25.0%
2023-09-08 05:41:15,17.8%
2023-09-08 05:41:20,8.80%
2023-09-08 05:41:25,8.80%
2023-09-08 05:41:30,19.2%
2023-09-08 05:41:35,12.4%
2023-09-08 05:41:40,13.2%
2023-09-08 05:41:45,8.00%
2023-09-08 05:41:50,8.40%
2023-09-08 05:41:55,12.2%
2023-09-08 05:42:00,8.20%
2023-09-08 05:42:05,13.6%
2023-09-08 05:42:10,20.8%
2023-09-08 05:42:15,20.2%
2023-09-08 05:42:20,13.6%
2023-09-08 05:42:25,9.00%
2023-09-08 05:42:30,10.4%
2023-09-08 05:42:35,7.20%
2023-09-08 05:42:40,5.40%
2023-09-08 05:42:45,12.2%
2023-09-08 05:42:50,8.20%
2023-09-08 05:42:55,5.60%
2023-09-08 05:43:00,7.80%
2023-09-08 05:43:05,3.40%
2023-09-08 05:43:10,18.0%
2023-09-08 05:43:15,12.4%
2023-09-08 05:43:20,8.00%
2023-09-08 05:43:25,15.6%
2023-09-08 05:43:30,14.6%
2023-09-08 05:43:35,20.0%
2023-09-08 05:43:40,12.2%
2023-09-08 05:43:45,17.4%
2023-09-08 05:43:50,17.6%
2023-09-08 05:43:55,23.4%
2023-09-08 05:44:00,19.8%
2023-09-08 05:44:05,13.0%
2023-09-08 05:44:10,10.0%
2023-09-08 05:44:15,18.6%
2023-09-08 05:44:20,16.4%
2023-09-08 05:44:25,20.8%
2023-09-08 05:44:30,13.2%
2023-09-08 05:44:35,13.6%
2023-09-08 05:44:40,15.8%
2023-09-08 05:44:45,12.6%
2023-09-08 05:44:50,14.0%
2023-09-08 05:44:55,11.2%
2023-09-08 05:45:00,7.40%
2023-09-08 05:45:05,12.0%
2023-09-08 05:45:10,21.6%
2023-09-08 05:45:15,11.2%
2023-09-08 05:45:20,8.60%
2023-09-08 05:45:25,12.0%
2023-09-08 05:45:30,15.6%
2023-09-08 05:45:35,17.6%
2023-09-08 05:45:40,26.0%
2023-09-08 05:45:45,7.40%
2023-09-08 05:45:50,8.00%
2023-09-08 05:45:55,13.6%
2023-09-08 05:46:00,11.8%
2023-09-08 05:46:05,20.6%
2023-09-08 05:46:10,18.2%
2023-09-08 05:46:15,12.4%
2023-09-08 05:46:20,18.6%
2023-09-08 05:46:25,9.60%
2023-09-08 05:46:30,10.00%
2023-09-08 05:46:35,18.8%
2023-09-08 05:46:40,9.40%
2023-09-08 05:46:45,5.60%
2023-09-08 05:46:50,11.8%
2023-09-08 05:46:55,16.8%
2023-09-08 05:47:00,6.40%
2023-09-08 05:47:05,13.8%
2023-09-08 05:47:10,19.8%
2023-09-08 05:47:15,15.8%
2023-09-08 05:47:20,17.4%
2023-09-08 05:47:25,14.2%
2023-09-08 05:47:30,11.8%
2023-09-08 05:47:35,16.6%
2023-09-08 05:47:40,10.6%
2023-09-08 05:47:45,8.00%
2023-09-08 05:47:50,11.2%
2023-09-08 05:47:55,14.4%
2023-09-08 05:48:00,13.0%
2023-09-08 05:48:05,18.8%
2023-09-08 05:48:10,12.8%
2023-09-08 05:48:15,15.4%
2023-09-08 05:48:20,15.0%
2023-09-08 05:48:25,9.00%
2023-09-08 05:48:30,15.0%
2023-09-08 05:48:35,14.4%
2023-09-08 05:48:40,17.8%
2023-09-08 05:48:45,4.00%
2023-09-08 05:48:50,9.80%
2023-09-08 05:48:55,3.40%
2023-09-08 05:49:00,18.0%
2023-09-08 05:49:05,16.0%
2023-09-08 05:49:10,18.2%
2023-09-08 05:49:15,8.80%
2023-09-08 05:49:20,10%
2023-09-08 05:49:25,11.6%
2023-09-08 05:49:30,4.00%
2023-09-08 05:49:35,8.00%
2023-09-08 05:49:40,11.8%
2023-09-08 05:49:45,19.8%
2023-09-08 05:49:50,14.2%
2023-09-08 05:49:55,12.4%
2023-09-08 05:50:00,9.20%
2023-09-08 05:50:05,19.6%
2023-09-08 05:50:10,22.6%
2023-09-08 05:50:15,18.6%
2023-09-08 05:50:20,16.0%
2023-09-08 05:50:25,13.8%
2023-09-08 05:50:30,13.2%
2023-09-08 05:50:35,12.8%
2023-09-08 05:50:40,14.8%
2023-09-08 05:50:45,15.2%
2023-09-08 05:50:50,13.0%
2023-09-08 05:50:55,6.00%
2023-09-08 05:51:00,7.80%
2023-09-08 05:51:05,7.60%
2023-09-08 05:51:10,10.6%
2023-09-08 05:51:15,18.2%
2023-09-08 05:51:20,14.6%
2023-09-08 05:51:25,10.6%
2023-09-08 05:51:30,19.8%
2023-09-08 05:51:35,12.6%
2023-09-08 05:51:40,20.6%
2023-09-08 05:51:45,9.20%
2023-09-08 05:51:50,9.00%
2023-09-08 05:51:55,17.6%
2023-09-08 05:52:00,6.40%
2023-09-08 05:52:05,12.0%
2023-09-08 05:52:10,15.6%
2023-09-08 05:52:15,11.8%
2023-09-08 05:52:20,22.0%
2023-09-08 05:52:25,13.2%
2023-09-08 05:52:30,11.8%
2023-09-08 05:52:35,7.60%
2023-09-08 05:52:40,13.0%
2023-09-08 05:52:45,7.80%
2023-09-08 05:52:50,9.80%
2023-09-08 05:52:55,10.6%
2023-09-08 05:53:00,12.0%
2023-09-08 05:53:05,11.4%
2023-09-08 05:53:10,19.0%
2023-09-08 05:53:15,13.6%
2023-09-08 05:53:20,11.2%
2023-09-08 05:53:25,9.00%
2023-09-08 05:53:30,13.0%
2023-09-08 05:53:35,8.20%
2023-09-08 05:53:40,6.00%
2023-09-08 05:53:45,11.8%
2023-09-08 05:53:50,8.40%
2023-09-08 05:53:55,15.6%
2023-09-08 05:54:00,21.2%
2023-09-08 05:54:05,16.2%
2023-09-08 05:54:10,22.6%
2023-09-08 05:54:15,27.6%
2023-09-08 05:54:20,15.0%
2023-09-08 05:54:25,13.2%
2023-09-08 05:54:30,21.2%
2023-09-08 05:54:35,9.80%
